,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
358,Santo Amaro,69,BR,1635074602,79,-12.5467,-38.7119,78.84,6.24
359,Worpswede,86,DE,1635074604,74,53.2167,8.9333,52.92,3.0
360,Kattivākkam,100,IN,1635074605,68,13.2167,80.3167,84.29,11.97
361,Whitley Bay,20,GB,1635074607,78,55.0397,-1.4471,55.31,16.11
362,Vila Velha,0,BR,1635074609,65,-20.3297,-40.2925,80.55,9.22
363,Malsch,0,DE,1635074612,69,48.8833,8.3333,57.79,0.69
364,Rockingham,2,US,1635074613,80,42.9668,-71.0995,41.76,8.72
365,Ben Gardane,0,TN,1635074615,55,33.1378,11.2197,79.0,18.39
366,Steinbach am Taunus,0,DE,1635074617,64,50.1667,8.5667,56.03,8.05
367,Raja,52,SS,1635074619,38,8.4596,25.678,95.14,3.27
368,Arak,65,IR,1635074621,19,34.0917,49.6892,63.79,11.88
369,Cértegui,92,CO,1635074623,98,5.3707,-76.6044,69.91,0.29
370,Skovorodino,34,RU,1635074625,86,53.9833,123.9167,33.51,2.53
371,Pundaguitan,64,PH,1635074627,74,6.3711,126.1689,84.34,10.83
372,Erenhot,93,CN,1635074629,24,43.6475,111.9767,50.0,7.54
373,Port Hedland,2,AU,1635074361,54,-20.3167,118.5667,80.65,6.91
374,Saint George,1,US,1635074449,53,37.1041,-113.5841,62.35,1.99
375,Gamba,100,GA,1635074634,74,-2.65,10.0,81.0,3.53
376,Ghanzi,2,BW,1635074635,11,-21.5667,21.7833,89.29,5.68
377,Tsarítsani,99,GR,1635074637,68,39.8833,22.2333,64.2,5.46
378,Barra de Tecoanapa,91,MX,1635074639,87,16.5167,-98.75,73.56,8.37
379,Yaan,96,NG,1635074641,71,7.3833,8.5667,79.48,4.36
380,Dzaoudzi,0,YT,1635074643,66,-12.7887,45.2699,87.69,13.8
381,Macieira de Cambra,0,PT,1635074645,41,40.8594,-8.3734,61.27,3.36
382,Saint Anthony,1,US,1635074647,77,45.0205,-93.218,40.19,1.01
383,Comodoro Rivadavia,20,AR,1635074605,40,-45.8667,-67.5,53.46,17.27
384,Cravo Norte,69,CO,1635074650,86,6.3017,-70.2041,74.84,6.89
385,Eucaliptus,0,BO,1635074652,20,-17.5833,-67.5167,47.71,5.53
386,Bilma,2,NE,1635074654,10,18.6853,12.9164,95.99,6.02
387,Bereda,49,ES,1635074656,76,43.2686,-7.5406,62.42,2.39
388,Hualmay,30,PE,1635074657,87,-11.0964,-77.6139,61.03,8.12
389,Birao,50,CF,1635074659,32,10.2849,22.7882,96.28,4.43
390,Surgut,40,RU,1635074661,80,61.25,73.4167,33.98,17.9
391,Ossora,100,RU,1635074663,90,59.2353,163.0719,33.33,16.53
392,Ugoofaaru,91,MV,1635074665,71,5.6667,73.0,82.47,12.71
393,Mahina,90,PF,1635074667,94,-17.5065,-149.489,74.97,2.3
394,Uspenka,90,UA,1635074668,42,48.3903,39.1619,51.24,10.58
395,Esim,94,GH,1635074671,75,4.8699,-2.2405,82.27,5.5
396,Guider,6,CM,1635074673,23,9.9342,13.9486,97.68,4.18
397,Kadipaten,100,ID,1635074675,82,-8.1357,113.2158,78.28,4.16
398,Kaoma,57,ZM,1635074677,29,-14.7833,24.8,89.24,2.59
399,Chaoyang,1,CN,1635074679,48,41.5703,120.4586,53.24,4.81
400,Alice Springs,100,AU,1635074681,28,-23.7,133.8833,72.95,12.66
401,Malye Derbety,100,RU,1635074682,37,47.9547,44.6808,58.75,11.54
402,Inza,36,RU,1635074685,59,53.8533,46.3586,44.56,12.24
403,Suixi,9,CN,1635074687,58,33.8907,116.7747,58.53,5.46
404,Alikalia,45,SL,1635074688,81,9.1667,-11.4,80.01,0.87
405,Camocim,93,BR,1635074690,69,-2.9022,-40.8411,81.79,12.44
406,Brønnøysund,75,NO,1635074692,81,65.4625,12.1997,48.2,23.02
407,Örnsköldsvik,90,SE,1635074694,100,63.2909,18.7153,34.75,4.61
408,Champerico,94,GT,1635074696,87,14.3,-91.9167,81.36,6.89
409,Half Moon Bay,90,US,1635074698,94,37.4636,-122.4286,61.92,7.0
410,Dwārka,0,IN,1635074699,58,22.2394,68.9678,83.23,12.28
411,Deputatsky,100,RU,1635074701,97,69.3,139.9,-0.17,2.24
412,Kapuskasing,90,CA,1635074703,100,49.4169,-82.4331,30.29,1.14
413,Salalah,0,OM,1635074705,65,17.0151,54.0924,84.29,14.97
414,Mehamn,83,NO,1635074707,67,71.0357,27.8492,35.42,12.17
415,Altamira,75,BR,1635074709,100,-3.2033,-52.2064,77.09,0.0
416,Oxapampa,22,PE,1635074711,93,-10.5775,-75.4017,56.3,4.43
417,Carauari,74,BR,1635074713,98,-4.8828,-66.8958,74.46,1.36
418,Bathsheba,75,BB,1635074715,69,13.2167,-59.5167,83.01,20.71
419,Hamilton,90,US,1635074717,96,39.1834,-84.5333,55.89,3.0
420,Nong Chik,100,TH,1635074719,79,6.8436,101.178,81.34,5.44
421,Takhtamygda,25,RU,1635074721,87,54.1,123.5667,32.92,1.77
422,Nortelândia,95,BR,1635074723,82,-14.4547,-56.8028,77.22,2.46
423,Gilbués,71,BR,1635074725,70,-9.8317,-45.3439,76.41,3.36
424,Bontang,73,ID,1635074727,83,0.1333,117.5,81.54,8.97
425,Batemans Bay,78,AU,1635074729,69,-35.7167,150.1833,56.91,7.31
426,Moreira Sales,100,BR,1635074572,93,-24.0622,-53.0069,65.17,9.78
427,Quatre Cocos,30,MU,1635074733,70,-20.2078,57.7625,79.09,13.87
428,Aksarka,15,RU,1635074734,78,66.5606,67.7975,26.44,19.33
429,Chumikan,85,RU,1635074736,79,54.7183,135.315,39.25,13.27
430,Port Pirie,0,AU,1635074738,67,-33.1833,138.0167,60.89,12.66
431,Kargopol',99,RU,1635074740,73,61.5071,38.9456,34.54,8.75
432,Kalamazoo,1,US,1635074448,86,42.2506,-85.55,39.33,0.0
433,Camargo,0,MX,1635074743,40,27.6667,-105.1667,62.06,3.85
434,São Miguel do Araguaia,92,BR,1635074745,63,-13.275,-50.1628,81.88,7.65
435,Kilis,0,TR,1635074747,21,36.7161,37.115,77.23,8.9
436,Broome,90,US,1635074749,76,42.2506,-75.833,43.84,4.61
437,Selfoss,100,IS,1635074751,80,63.9331,-20.9971,47.28,9.22
438,Elk City,1,US,1635074753,77,35.412,-99.4043,68.68,11.5
439,Carupano,20,VE,1635074754,88,10.6678,-63.2585,77.05,6.62
440,Tambacounda,0,SN,1635074756,58,13.7539,-13.7586,91.45,2.3
441,Alugan,100,PH,1635074758,89,12.2188,125.4808,78.21,5.73
442,Palana,95,RU,1635074760,82,59.1167,159.9667,20.03,5.3
443,Mossamedes,20,AO,1635074762,68,-15.1961,12.1522,74.03,10.36
444,Dawei,90,MM,1635074764,82,14.0833,98.2,79.84,4.94
445,Krutinka,100,RU,1635074766,64,56.0055,71.5113,49.84,9.93
446,Guiyang,20,CN,1635074474,63,26.5833,106.7167,61.29,8.95
447,Menongue,42,AO,1635074769,19,-14.6585,17.691,97.14,2.48
448,Diré,39,ML,1635074471,62,12.2833,-10.9667,87.51,1.74
449,Arlit,4,NE,1635074773,7,18.7369,7.3853,99.25,6.69
450,Verkhnevilyuysk,100,RU,1635074774,87,63.4453,120.3167,31.62,9.15
451,Bonavista,100,CA,1635074776,100,48.6499,-53.1147,59.11,11.14
452,Kyzyl-Suu,2,KG,1635074778,62,42.3414,78.0056,39.47,1.19
453,Trelew,29,AR,1635074780,30,-43.249,-65.3051,54.57,15.66
454,Kenai,90,US,1635074782,86,60.5544,-151.2583,40.14,0.0
455,São Caetano de Odivelas,78,BR,1635074784,80,-0.75,-48.02,81.43,7.05
456,Baruun-Urt,95,MN,1635074785,33,46.6806,113.2792,42.28,6.67
457,Krylovskaya,100,RU,1635074787,57,46.3194,39.9711,58.66,9.93
458,Aykhal,97,RU,1635074789,98,66.0,111.5,18.77,6.82
459,Freeport,1,US,1635074528,84,40.6576,-73.5832,51.76,0.0
460,Berlevåg,99,NO,1635074793,63,70.8578,29.0864,36.84,17.2
461,Savannah Bight,61,HN,1635074794,76,16.45,-85.85,82.0,18.28
462,Bo Rai,93,TH,1635074796,87,12.5728,102.5371,85.86,6.91
463,Hofn,76,IS,1635074798,77,64.2539,-15.2082,44.38,11.14
464,Mollendo,79,PE,1635074800,89,-17.0231,-72.0147,59.22,10.42
465,Arnót,3,HU,1635074802,43,48.1306,20.8583,53.1,3.2
466,Bulungu,94,CD,1635074803,53,-4.55,18.6,87.21,6.15
467,Santa Elena,90,EC,1635074805,94,-2.2333,-80.85,71.15,12.66
468,Matadi,100,CD,1635074807,61,-5.8167,13.45,87.12,2.13
469,San Roque,40,ES,1635074809,77,36.2107,-5.3842,72.41,12.66
470,Port Keats,81,AU,1635074811,72,-14.25,129.55,83.23,9.66
471,Port Shepstone,100,ZA,1635074813,84,-30.7414,30.455,60.93,11.95
472,Beira,0,MZ,1635074814,67,-19.8436,34.8389,84.45,17.02
473,Huarmey,22,PE,1635074816,89,-10.0681,-78.1522,61.83,7.16
474,Kashgar,0,CN,1635074818,23,39.4547,75.9797,58.21,6.71
475,Caravelas,27,BR,1635074820,71,-17.7125,-39.2481,81.19,6.42
476,Alta Floresta,89,BR,1635074822,72,-9.8756,-56.0861,78.17,3.27
477,Mackay,100,AU,1635074823,83,-21.15,149.2,78.04,6.91
478,San Cristobal,83,VE,1635074825,95,7.7669,-72.225,66.38,1.34
479,Mana,86,GF,1635074827,89,5.6592,-53.7767,79.09,9.01
480,Solnechnyy,6,RU,1635074829,86,50.7214,136.6319,35.46,5.03
481,Sabang,100,ID,1635074831,74,5.8933,95.3214,82.04,7.56
482,Ubari,8,LY,1635074833,9,26.5921,12.7805,96.98,21.92
483,Narasannapeta,9,IN,1635074834,70,18.4167,84.05,80.29,6.26
484,Pak Phanang,100,TH,1635074836,74,8.3511,100.202,84.22,7.58
485,Emerald,46,AU,1635074839,45,-23.5333,148.1667,78.94,5.75
486,Acaponeta,72,MX,1635074840,88,22.4964,-105.3594,73.4,3.69
487,Yar-Sale,75,RU,1635074842,77,66.8333,70.8333,28.2,23.02
488,Aykino,100,RU,1635074844,69,62.2248,49.9922,33.6,5.82
489,Río Cuarto,0,AR,1635074846,41,-33.1307,-64.3499,58.84,11.5
490,Macheng,0,CN,1635074848,58,31.1783,115.0319,59.68,5.12
491,Vallenar,0,CL,1635074849,50,-28.5708,-70.7581,61.84,1.28
492,Hayden,90,US,1635074851,94,47.766,-116.7866,44.83,8.05
493,Antalaha,53,MG,1635074853,88,-14.9003,50.2788,78.22,7.07
494,Mahon,20,ES,1635074855,77,39.8885,4.2658,68.56,9.22
495,Ürümqi,0,CN,1635074857,46,43.801,87.6005,43.75,4.47
496,Sørland,100,NO,1635074859,80,67.667,12.6934,37.47,20.92
497,Te Anau,96,NZ,1635074860,98,-45.4167,167.7167,51.31,0.29
498,Tabuk,100,PH,1635074862,93,17.4189,121.4443,74.61,3.98
499,Ust-Kuyga,100,RU,1635074864,97,70.0167,135.6,5.32,2.24
500,Changji,0,CN,1635074866,46,44.0167,87.3167,47.19,4.47
501,Rundu,32,NA,1635074868,13,-17.9333,19.7667,102.76,0.85
502,Ixtapa,100,MX,1635074870,90,20.7,-105.2,79.23,1.23
503,Maragogi,50,BR,1635074607,78,-9.0122,-35.2225,79.79,15.01
504,Kolokani,99,ML,1635074873,67,13.5728,-8.0339,78.94,3.18
505,Khandyga,100,RU,1635074875,97,62.6667,135.6,24.94,4.52
506,Golden,1,US,1635074857,50,39.7555,-105.2211,50.67,1.01
507,Vostok,0,RU,1635074881,75,46.4856,135.8833,34.16,5.55
508,Nemuro,2,JP,1635074882,76,43.3236,145.575,51.24,7.36
509,Tahoua,0,NE,1635074884,36,14.8888,5.2692,93.18,2.3
510,Humaitá,49,BR,1635074886,77,-7.5061,-63.0208,79.05,3.87
511,Tlalnepantla,75,MX,1635074888,68,19.5269,-99.2217,60.62,5.75
512,Tilichiki,77,RU,1635074890,93,60.4667,166.1,7.29,9.48
513,Bukama,100,CD,1635074892,47,-9.2,25.85,89.17,4.16
514,Shenzhen,7,CN,1635074893,74,22.5455,114.0683,73.35,9.17
515,Kwale,80,NG,1635074895,59,5.7063,6.4374,88.34,2.51
516,Necochea,2,AR,1635074897,61,-38.5473,-58.7368,51.04,12.88
517,Hulan Ergi,7,CN,1635074899,35,47.2042,123.6333,48.4,5.7
518,Stykkisholmur,98,IS,1635074901,92,65.0757,-22.7297,40.51,9.82
519,Estevan,90,CA,1635074903,100,49.1334,-102.9842,35.94,11.5
520,Dinguiraye,58,GN,1635074905,67,11.3,-10.7167,82.22,3.51
521,Tharād,0,IN,1635074907,40,24.3961,71.6267,86.36,9.53
522,Carballo,81,ES,1635074909,92,43.213,-8.691,58.77,6.02
523,Cabatuan,99,PH,1635074910,88,10.8794,122.486,77.61,1.52
524,Zaysan,7,KZ,1635074912,33,47.4667,84.8667,42.89,4.0
525,Pangai,93,TO,1635074914,68,-19.8,-174.35,75.0,17.29
526,San Quintín,33,MX,1635074916,84,30.4833,-115.95,60.44,9.73
527,Benjamin Constant,29,BR,1635074918,91,-4.3831,-70.0311,71.73,1.83
528,Sawtell,90,AU,1635074920,80,-30.3833,153.1,68.32,5.75
529,Zaranj,0,AF,1635074840,11,30.9667,61.8833,80.56,6.35
530,Manokwari,74,ID,1635074923,79,-0.8667,134.0833,80.02,0.58
531,Avera,65,US,1635074925,76,33.194,-82.5271,53.71,5.35
532,Havre-St-Pierre,90,CA,1635074927,100,50.2334,-63.5986,46.4,2.3
533,Daultala,89,PK,1635074650,57,33.1925,73.1413,67.86,8.48
534,Bunia,50,CD,1635074930,49,1.5667,30.25,80.96,9.48
535,Log,91,RU,1635074932,36,49.4844,43.8613,52.86,11.03
536,Itupiranga,42,BR,1635074934,88,-5.1347,-49.3267,82.72,2.01
537,Tema,20,GH,1635074936,78,5.667,-0.0166,82.81,4.61
538,João Pinheiro,70,BR,1635074938,72,-17.7425,-46.1725,74.14,6.87
539,St. George's,20,GD,1635074940,83,12.0564,-61.7485,80.28,8.05
540,São José do Belmonte,60,BR,1635074942,63,-7.8614,-38.7597,80.44,8.63
541,Guarujá,75,BR,1635074928,57,-23.9931,-46.2564,76.6,4.0
542,Ambon City,40,ID,1635074946,65,-3.6954,128.1814,78.94,6.91
543,Heihe,0,CN,1635074948,59,50.2441,127.4902,45.18,6.76
544,Ndola,41,ZM,1635074950,17,-12.9587,28.6366,94.73,4.72
545,Catuday,100,PH,1635074952,76,16.2923,119.8062,79.79,13.27
546,Lázaro Cárdenas,100,MX,1635074954,89,17.9583,-102.2,75.67,5.93
